Date,Open,High,Low,Close,Volume,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_4,Close_lag_5,Daily_Return,SMA_20,Volatility_20,Log_Volume,RSI_14,MACD,MACD_Signal,ROC_10,BB_Lower,BB_Middle,BB_Upper,OBV,Day_of_Week,Target_Close_Next,Target_Pct_Change,Target_Class_Next
2011-10-21 00:00:00+05:30,375.1707232891394,376.98450799389934,370.93853003550663,373.37469482421875,2461130,371.6142578125,373.0545959472656,367.57769775390625,398.41229248046875,403.39117431640625,0.004737269829423463,374.58216400146483,12.0911389129861,14.716131558350655,49.59795890099013,3.9887534702917833,5.773223729031145,0.12394845132359532,351.0121951255862,374.58216400146483,398.1521328773435,29046830.0,4,384.00848388671875,0.028480208246320193,Up
2011-10-24 00:00:00+05:30,376.9844805926574,388.4718552441557,376.8066577244533,384.00848388671875,3271720,373.37469482421875,371.6142578125,373.0545959472656,367.57769775390625,398.41229248046875,0.02848020824632025,376.17278442382815,11.037815961887635,15.000826704120517,54.77549395393006,4.241640085761389,5.466907000377194,1.413505450802942,354.6561199845543,376.17278442382815,397.689448863102,32318550.0,0,391.8189697265625,0.020339357507913335,Up
2011-10-25 00:00:00+05:30,388.3774164204761,394.7968778489137,382.1184241138458,391.8189697265625,4158746,384.00848388671875,373.37469482421875,371.6142578125,373.0545959472656,367.57769775390625,0.02033935750791338,378.03568267822266,10.319018042538374,15.24072438494396,58.17405718591785,5.014491545666544,5.376423909435065,5.847256275010594,357.9202133380236,378.03568267822266,398.1511520184217,36477296.0,1,399.9681701660156,0.02079838157182686,Up
2011-10-28 00:00:00+05:30,402.64294615910086,406.2449691228359,396.22348377569625,399.9681701660156,3259116,391.8189697265625,384.00848388671875,373.37469482421875,371.6142578125,373.0545959472656,0.020798381571826896,379.53072662353514,11.22965095656317,14.99696685775829,61.43080223873284,6.212935413461253,5.543726210240303,4.22363072736026,357.64010693601335,379.53072662353514,401.42134631105694,39736412.0,4,397.93524169921875,-0.00508272562277409,Down
2011-10-31 00:00:00+05:30,399.43309840433386,403.7127387443803,396.5800048443029,397.93524169921875,1778740,399.9681701660156,391.8189697265625,384.00848388671875,373.37469482421875,371.6142578125,-0.00508272562277412,380.7934295654297,11.823076682465782,14.39141636864044,60.17209441470774,6.918913547134707,5.818763677619184,2.393862560151636,357.74601017604954,380.7934295654297,403.8408489548098,37957672.0,0,395.3138427734375,-0.006587501309478508,Down
2011-11-01 00:00:00+05:30,395.15337370884305,400.502922991905,390.9628934371112,395.3138427734375,1458210,397.93524169921875,399.9681701660156,391.8189697265625,384.00848388671875,373.37469482421875,-0.006587501309478494,381.6841125488281,12.226047057725799,14.192720899872853,58.50736002815485,7.184067856678325,6.091824513431012,-2.0023570313992956,357.851159284506,381.6841125488281,405.5170658131502,36499462.0,1,394.7432556152344,-0.0014433776318076982,Flat
2011-11-02 00:00:00+05:30,392.746099141532,400.0928052062655,392.3003033422794,394.7432556152344,1550844,395.3138427734375,397.93524169921875,399.9681701660156,391.8189697265625,384.00848388671875,-0.0014433776318076852,382.97570343017577,12.170032583532052,14.25431050163932,58.13037292724245,7.2644231936243955,6.326344249469689,-0.9209145737927353,359.2519424779135,382.97570343017577,406.69946438243807,34948618.0,2,394.0835876464844,-0.0016711317023564147,Flat
2011-11-03 00:00:00+05:30,391.51582059789433,395.6527979694037,387.66412649025204,394.0835876464844,1891268,394.7432556152344,395.3138427734375,397.93524169921875,399.9681701660156,391.8189697265625,-0.0016711317023564431,384.12761840820315,12.071271436425132,14.452758590299936,57.66773950632692,7.19197111886848,6.499469623349448,7.210962486174516,360.5963783739626,384.12761840820315,407.6588584424437,33057350.0,3,392.2290344238281,-0.004705989492563925,Flat
2011-11-04 00:00:00+05:30,399.7897145554912,401.2162612622012,387.73537746989103,392.2290344238281,2716008,394.0835876464844,394.7432556152344,395.3138427734375,397.93524169921875,399.9681701660156,-0.004705989492563956,385.1396820068359,11.846313377214871,14.814674081351846,56.31091076728915,6.905305320384969,6.580636762756553,5.13984780910539,362.0469659604613,385.1396820068359,408.23239805321055,30341342.0,4,394.17279052734375,0.004955666034185716,Flat
2011-11-08 00:00:00+05:30,390.873900400786,397.5786890989379,390.873900400786,394.17279052734375,1692104,392.2290344238281,394.0835876464844,394.7432556152344,395.3138427734375,397.93524169921875,0.004955666034185624,386.2916091918945,11.52862291986973,14.341483873960454,57.44114686573327,6.757074138145413,6.615924237834325,6.070416363364019,363.8181858561301,386.2916091918945,408.7650325276589,32033446.0,1,400.48516845703125,0.016014240661417777,Up
2011-11-09 00:00:00+05:30,395.8667405643487,408.7056618799492,394.54720217636907,400.48516845703125,3921980,394.17279052734375,392.2290344238281,394.0835876464844,394.7432556152344,395.3138427734375,0.016014240661417878,387.67024383544924,11.493057449244558,15.182107441259586,60.97221421709458,7.067486418381293,6.706236673943719,7.260929572523883,365.26615036527687,387.67024383544924,410.0743373056216,35955426.0,2,403.3560791015625,0.007168581687037619,Up
2011-11-11 00:00:00+05:30,395.866708932568,406.92244584870275,394.8859580771044,403.3560791015625,3629590,400.48516845703125,394.17279052734375,392.2290344238281,394.0835876464844,394.7432556152344,0.007168581687037712,388.9052398681641,11.79653028759065,15.104630527716738,62.49627354620595,7.459164280028631,6.856822195160702,5.038324939860242,365.9095689290727,388.9052398681641,411.90091080725546,39585016.0,4,402.4289245605469,-0.002298600638623754,Flat
2011-11-14 00:00:00+05:30,406.5659022271341,412.2720903285675,401.0380325038704,402.4289245605469,2329150,403.3560791015625,400.48516845703125,394.17279052734375,392.2290344238281,394.0835876464844,-0.002298600638623749,390.51798858642576,11.295117892678098,14.661014381457802,61.65885884387961,7.607068632405969,7.006871482609756,2.7078716585337133,368.4997503463645,390.51798858642576,412.536226826487,37255866.0,0,401.0023193359375,-0.0035449867977736206,Flat
2011-11-15 00:00:00+05:30,401.23414190086487,406.19135726671425,399.4331091288377,401.0023193359375,1468478,402.4289245605469,403.3560791015625,400.48516845703125,394.17279052734375,392.2290344238281,-0.003544986797773597,391.38012542724607,11.409584189191138,14.199737729212126,60.31954945985422,7.5224546041583835,7.109988106919483,0.2585578671154328,369.13875129687995,391.38012542724607,413.6214995576122,35787388.0,1,398.4523620605469,-0.006358958919772262,Down
2011-11-16 00:00:00+05:30,401.5729332559192,403.99808028451037,394.1548723147323,398.4523620605469,1871602,401.0023193359375,402.4289245605469,403.3560791015625,400.48516845703125,394.17279052734375,-0.0063589589197722285,391.8711471557617,11.49607600873465,14.442305840879518,57.89869874270702,7.167020188501283,7.121394523235843,0.1299508832442121,369.4611694298758,391.8711471557617,414.28112488164766,33915786.0,2,397.70330810546875,-0.0018799084317243989,Flat
2011-11-17 00:00:00+05:30,397.6498039092055,400.68121497039675,395.0106843960438,397.70330810546875,1391988,398.4523620605469,401.0023193359375,402.4289245605469,403.3560791015625,400.48516845703125,-0.0018799084317243642,391.58675384521484,11.26410459177178,14.146244217546428,57.17281944401849,6.747116895618319,7.0465389977123385,0.6044476751097992,369.6289716583311,391.58675384521484,413.54453603209856,32523798.0,3,387.521484375,-0.025601556544680753,Down
