Date,Open,High,Low,Close,Volume
2011-09-05 00:00:00+05:30,163.4209796520207,164.34658730504475,161.04525517333983,162.2588348388672,19981247
2011-09-06 00:00:00+05:30,161.09668913299348,169.79739003871921,159.71856188544777,168.97462463378906,31333473
2011-09-07 00:00:00+05:30,169.48882905046338,173.49978588512298,169.42712371215845,171.44288635253906,31438175
2011-09-08 00:00:00+05:30,171.4429130309095,176.6880186396775,167.53479781861316,175.3407440185547,35284258
2011-09-09 00:00:00+05:30,175.27905328191,176.59547533881627,169.42716420030314,169.8488311767578,29564130
2011-09-12 00:00:00+05:30,166.68119426192965,169.1700454978115,163.5752757625039,165.84814453125,18579499
2011-09-13 00:00:00+05:30,167.26735106568424,169.643074999825,163.88374591470847,166.6605682373047,25400442
2011-09-14 00:00:00+05:30,167.41138466312432,170.6715662132838,165.6218746776869,169.77682495117188,20539026
2011-09-15 00:00:00+05:30,171.34004164476872,172.49190207101677,167.3393690910023,172.01881408691406,20407052
2011-09-16 00:00:00+05:30,174.83681744610143,174.83681744610143,168.8718018978331,169.82826232910156,26810791
2011-09-19 00:00:00+05:30,169.69451894265168,170.5481369444002,167.7610300247952,168.98489379882812,12796090
2011-09-20 00:00:00+05:30,169.28316842998373,175.6492818928603,167.90504115527412,175.20704650878906,18437927
2011-09-21 00:00:00+05:30,175.02191191851935,175.02191191851935,171.19608439591147,172.28623962402344,17030216
2011-09-22 00:00:00+05:30,169.47858621900306,170.29106749965928,160.4384910679842,161.74462890625,27298045
2011-09-23 00:00:00+05:30,159.18379124461558,163.03020152613803,157.16801434134774,158.5050048828125,38513013
2011-09-26 00:00:00+05:30,158.21700852670483,158.5255352255301,153.76380253427487,156.16009521484375,27202137
2011-09-27 00:00:00+05:30,159.20433165572112,164.69625828441693,158.79294896691061,163.97634887695312,22046959
2011-09-28 00:00:00+05:30,164.50085802926984,165.84811882860146,162.3102496738009,163.97634887695312,25034598
2011-09-29 00:00:00+05:30,162.59823886951594,167.17484258895942,161.35380644753366,166.1361083984375,31511671
2011-09-30 00:00:00+05:30,165.27219343510856,169.26258229233062,163.0096091757717,166.26979064941406,34944185
2011-10-03 00:00:00+05:30,162.7422045110455,164.5317144423499,161.28180348439417,162.12513732910156,21109422
2011-10-04 00:00:00+05:30,161.26123434149494,162.6599300169886,157.40454044239428,158.71067810058594,26251892
2011-10-05 00:00:00+05:30,158.90605677704445,160.0064960722771,156.68459601047897,157.7644805908203,20734666
2011-10-07 00:00:00+05:30,161.81661851383083,166.19782217971755,161.44637266290604,165.1488037109375,19911027
2011-10-10 00:00:00+05:30,165.42647598107158,170.908118728265,165.41619175647398,170.5687255859375,14846381
2011-10-11 00:00:00+05:30,171.75145741781134,173.0678656643941,169.18031881274527,170.10592651367188,15716423
2011-10-12 00:00:00+05:30,170.59959655870668,175.227635430109,169.9105397061509,174.76483154296875,17269967
2011-10-13 00:00:00+05:30,174.8368086522041,176.48233956937932,173.21185991557067,174.1991729736328,18353721
2011-10-14 00:00:00+05:30,173.19124721497226,178.88887115831486,173.0883912609731,178.31292724609375,17871109
2011-10-17 00:00:00+05:30,178.33355687676513,178.71408696449072,170.95956097026098,171.504638671875,22052401
2011-10-18 00:00:00+05:30,169.69452610273024,169.9824981001255,166.8868643485043,168.6455078125,18299531
2011-10-19 00:00:00+05:30,169.79741281420817,173.80837067268428,169.50944076467403,173.39698791503906,11872557
2011-10-20 00:00:00+05:30,171.72056755535232,172.96498595824406,169.0774399484821,172.51246643066406,9971735
2011-10-21 00:00:00+05:30,172.77988715783988,174.6722392378908,170.9492404198855,171.90570068359375,10342733
2011-10-24 00:00:00+05:30,174.42542432920362,175.65957250580874,173.51010085427478,174.1168975830078,9081569
2011-10-25 00:00:00+05:30,175.86527013385813,181.20293427825055,173.2221554910687,180.1744842529297,22735907
2011-10-28 00:00:00+05:30,185.05961728180975,185.94408809340007,181.8508566968031,185.12132263183594,24528852
2011-10-31 00:00:00+05:30,184.70994189153703,184.97733172465527,179.47512066035728,180.50357055664062,15872042
2011-11-01 00:00:00+05:30,179.0534208132455,180.69893759865707,176.4000090349421,177.01708984375,16384499
2011-11-02 00:00:00+05:30,175.86523603911112,181.20289914869826,175.86523603911112,179.32083129882812,13751121
2011-11-03 00:00:00+05:30,178.48781488998344,182.93072356487758,177.51078607588528,182.22108459472656,16042287
2011-11-04 00:00:00+05:30,186.14975452529308,186.14975452529308,179.49566985564022,180.99720764160156,18251373
2011-11-08 00:00:00+05:30,180.80185575881055,182.0359903398227,178.64209964612607,181.7686004638672,10120202
2011-11-09 00:00:00+05:30,183.07472834463402,183.60952183801405,177.1302808296019,177.91189575195312,11664515
2011-11-11 00:00:00+05:30,176.68798889948718,182.81756425773634,174.85734229728803,182.10792541503906,21739364
2011-11-14 00:00:00+05:30,183.3523935982822,184.29856975401074,179.56768897536793,180.3287353515625,15996247
2011-11-15 00:00:00+05:30,179.15631278289558,180.5961455188953,176.12238393116306,177.1919708251953,9897941
2011-11-16 00:00:00+05:30,176.70858189652387,176.70858189652387,172.23482072926507,174.44598388671875,13313254
2011-11-17 00:00:00+05:30,173.81862328233262,174.55911485752696,165.83783218910906,166.59889221191406,24227745
2011-11-18 00:00:00+05:30,164.6139732522229,167.0102659231648,161.87828748333152,166.21835327148438,21690327
2011-11-21 00:00:00+05:30,164.55230486846963,164.55230486846963,160.74703156546826,161.74462890625,17715656
2011-11-22 00:00:00+05:30,162.1046011242726,165.46763921723473,161.79606060662692,163.56500244140625,19171804
2011-11-23 00:00:00+05:30,162.47480759374707,162.47480759374707,155.46077418164313,159.08091735839844,23710270
2011-11-24 00:00:00+05:30,159.41004057332955,160.02710783584234,154.91571044048408,159.02951049804688,27857321
2011-11-25 00:00:00+05:30,158.31987226625034,158.63868323167796,154.47346238688036,155.0493927001953,16185464
2011-11-28 00:00:00+05:30,157.3531296550371,161.63149075563504,156.84918890824835,161.22010803222656,11033484
2011-11-29 00:00:00+05:30,160.8498356125939,160.8498356125939,156.1498083408873,157.3531036376953,21013969
2011-11-30 00:00:00+05:30,155.64588231293126,161.11725429429532,154.90540444808738,160.07850646972656,19988986
2011-12-01 00:00:00+05:30,164.34657287597656,166.76343403987906,163.56495816313057,164.34657287597656,20626920
2011-12-02 00:00:00+05:30,163.93517565583912,167.63760561423283,161.7857182230499,167.03082275390625,19598467
2011-12-05 00:00:00+05:30,166.26976896147636,167.06168158731248,164.2128694556116,165.940673828125,13827937
2011-12-07 00:00:00+05:30,165.9921238848309,168.56324871545905,165.21049534562854,166.56805419921875,15373615
2011-12-08 00:00:00+05:30,164.9636679892934,166.1360970251076,158.8135233369216,160.20193481445312,19435800
2011-12-09 00:00:00+05:30,158.36100288579726,158.36100288579726,154.82313361805177,155.44020080566406,22070197
2011-12-12 00:00:00+05:30,156.4377888110001,156.73604502826416,148.9198016127827,149.6397247314453,22298377
2011-12-13 00:00:00+05:30,148.8992701220635,153.445035421995,148.30277127009072,152.68397521972656,22873371
2011-12-14 00:00:00+05:30,151.79947237306814,155.06995174068638,150.85329629767182,152.60166931152344,23206895
2011-12-15 00:00:00+05:30,150.54480620734176,155.19340019231,148.8170012212022,154.29864501953125,28922246
2011-12-16 00:00:00+05:30,154.06203626375765,173.72603128818463,147.28454187321583,148.4775390625,25499308
2011-12-19 00:00:00+05:30,147.93247892838332,152.19027082584694,147.0994294041697,151.2440948486328,20623197
2011-12-20 00:00:00+05:30,152.5605538161134,152.5605538161134,145.87561500618742,146.7498016357422,24282464
2011-12-21 00:00:00+05:30,149.5369162983167,155.03912824644777,148.65244540086854,153.85641479492188,19963870
2011-12-22 00:00:00+05:30,152.48854004199214,156.38637073662218,150.77101973193334,155.20364379882812,19571514
2011-12-23 00:00:00+05:30,156.32467415000832,158.33015284099116,152.70451729729965,153.52728271484375,15360163
2011-12-26 00:00:00+05:30,153.66095390931125,157.31196287170962,153.3524134927155,156.53033447265625,10396517
2011-12-27 00:00:00+05:30,157.55880913946538,158.11417099268812,153.3113008484415,154.89512634277344,13449406
2011-12-28 00:00:00+05:30,155.85161392209096,156.01616154273734,151.25442746419048,152.01548767089844,12376536
2011-12-29 00:00:00+05:30,150.90469922607525,152.0051522604237,145.46419431371578,146.43093872070312,23840441
2011-12-30 00:00:00+05:30,146.6572242928818,148.21018333218683,141.72064566155464,142.5331268310547,29146195
2012-01-02 00:00:00+05:30,143.32504196338985,145.9887247175164,141.340131745554,145.3305206298828,18808107
2012-01-03 00:00:00+05:30,146.50292768007674,149.5162873397907,146.11211348363162,149.05349731445312,20489219
2012-01-04 00:00:00+05:30,149.61917986775762,150.3493735945889,146.72923017511346,147.30516052246094,18541902
2012-01-05 00:00:00+05:30,147.06860908505055,149.11523856527032,142.76967934997458,143.8804168701172,28959200
2012-01-06 00:00:00+05:30,143.37646719056065,148.91981529905135,143.2941933935764,147.59310913085938,20575210
2012-01-09 00:00:00+05:30,146.95548349067,146.95548349067,144.48720075986,145.26882934570312,18386646
2012-01-10 00:00:00+05:30,146.4515278778501,152.00517375732446,146.4515278778501,151.42922973632812,19720278
2012-01-11 00:00:00+05:30,151.7789184170571,154.88485049615986,150.46249641894045,153.90782165527344,21183286
2012-01-12 00:00:00+05:30,153.7535529393353,154.8745747226924,150.68877132379012,151.5732421875,14225123
2012-01-13 00:00:00+05:30,152.62223706199964,154.46316808404103,149.7631404007456,150.52420043945312,20530513
2012-01-16 00:00:00+05:30,150.14365889252733,150.14365889252733,146.24582844328376,146.6469268798828,17794345
2012-01-17 00:00:00+05:30,147.27426134003662,153.11586423244674,147.27426134003662,152.6324920654297,22738488
2012-01-18 00:00:00+05:30,156.73605860716827,162.06343797051,155.9235774050151,160.38705444335938,40461227
2012-01-19 00:00:00+05:30,162.28970380411837,163.71925232458,160.87043950904263,161.60064697265625,23989114
2012-01-20 00:00:00+05:30,162.49539015453374,164.55230390807557,158.8032570848772,163.0404815673828,31725274
2012-01-23 00:00:00+05:30,155.35793965711846,160.38706304713807,155.33737120687738,158.70040893554688,28250482
2012-01-24 00:00:00+05:30,159.32774046557915,162.82447268335187,158.4638382023184,161.20980834960938,22291662
2012-01-25 00:00:00+05:30,162.2279616129804,163.52381490916244,161.01438210120267,162.69076538085938,16786908
2012-01-27 00:00:00+05:30,164.552278840125,170.29104056357596,164.3465806308029,168.74835205078125,24347771
2012-01-30 00:00:00+05:30,167.41139388534614,168.42955962815347,162.94790290037147,163.472412109375,21126187
2012-01-31 00:00:00+05:30,165.47787196148747,168.83062478513688,164.84022267210673,168.06956481933594,27405612
2012-02-01 00:00:00+05:30,168.43984533238776,171.5457637134175,167.8433465426799,170.96983337402344,16522676
2012-02-02 00:00:00+05:30,171.75145260648154,173.3352643863317,169.51970721576913,170.5687255859375,21445055
2012-02-03 00:00:00+05:30,170.72298401055556,172.77988362750293,167.77131575967326,172.43020629882812,19989261
2012-02-06 00:00:00+05:30,173.9934402833016,174.7339317954934,169.50939551024362,171.3400421142578,17430906
2012-02-07 00:00:00+05:30,173.19126541110631,175.39214414541254,171.5971558585814,173.7157745361328,21068816
2012-02-08 00:00:00+05:30,174.21974892516417,177.8604608345532,173.80836617815694,176.5646209716797,15957543
2012-02-09 00:00:00+05:30,176.22520661842364,176.87312647197365,173.31468879362598,175.6287078857422,18851741
2012-02-10 00:00:00+05:30,174.9087805057975,176.68800616728052,172.36850854324393,173.44837951660156,14952871
2012-02-13 00:00:00+05:30,173.0061573435515,176.64688273541122,172.9855888941334,174.6825408935547,15284147
2012-02-14 00:00:00+05:30,174.19915198823335,176.1532094190222,173.396955076219,174.61053466796875,13711512
2012-02-15 00:00:00+05:30,175.70072390329716,176.01954863128137,171.35037284750015,172.09085083007812,31421021
2012-02-16 00:00:00+05:30,170.92867019478697,170.92867019478697,165.51901755725447,167.1131134033203,27747347
2012-02-17 00:00:00+05:30,169.08776546042486,169.9825205114152,166.65033544213742,168.2958526611328,35922700
2012-02-21 00:00:00+05:30,168.1518691084137,174.57970189985426,167.65821258257276,173.51010131835938,36457910
2012-02-22 00:00:00+05:30,174.4254085384188,176.35889756196903,170.7435602528833,171.42233276367188,25146771
2012-02-23 00:00:00+05:30,171.13438986723347,174.81625250954343,170.02366603136912,172.69764709472656,19105924
2012-02-24 00:00:00+05:30,171.44289927683744,173.12956690674196,167.5347843780711,168.65579223632812,18746068
2012-02-27 00:00:00+05:30,169.0363431884096,169.81797175723193,157.42512351582127,160.7367401123047,27772012
2012-02-28 00:00:00+05:30,162.29996116390726,164.62426436941354,162.02227339384623,163.8323516845703,23140014
2012-02-29 00:00:00+05:30,165.59101579028413,170.29104351650767,165.40589975622967,168.8203582763672,27846970
2012-03-01 00:00:00+05:30,166.9794415027495,168.3987057435686,164.77854870126802,166.80459594726562,12960682
2012-03-02 00:00:00+05:30,167.8947653133776,168.25471318882006,165.73500940768557,167.45252990722656,12687228
2012-03-05 00:00:00+05:30,167.03086253355295,167.43196103865077,163.36956859334543,164.03807067871094,13074509
2012-03-06 00:00:00+05:30,163.93519337701122,166.40348943649593,159.20432692284638,159.7288360595703,35129404
2012-03-07 00:00:00+05:30,159.72885828443697,159.92425856096338,154.47346823170116,156.69491577148438,28202989
2012-03-09 00:00:00+05:30,159.47175004051311,160.35622092027666,158.21704703205572,159.16322326660156,17249418
2012-03-12 00:00:00+05:30,162.49535594836937,165.16933639978214,160.3767510183986,164.25401306152344,15041933
2012-03-13 00:00:00+05:30,165.26190225947283,169.06717491997816,165.23104958799453,168.65579223632812,16117008
2012-03-14 00:00:00+05:30,170.31162846127188,170.72301119629054,165.93042498882562,167.53480529785156,17623820
2012-03-15 00:00:00+05:30,168.254707728185,168.91292556884682,163.1947318801101,163.86322021484375,20258209
2012-03-16 00:00:00+05:30,160.43847197362822,164.0791972343334,157.83649456293801,158.8649444580078,25168501
2012-03-19 00:00:00+05:30,160.64413528874846,161.05551790351888,154.49399197260757,155.31675720214844,15978638
2012-03-20 00:00:00+05:30,155.52248171148807,157.6410869331779,154.32948417884515,156.43780517578125,10455362
2012-03-21 00:00:00+05:30,156.32468259045174,159.10149199602964,155.31680107831465,157.98048400878906,14211666
2012-03-22 00:00:00+05:30,157.53823966980002,158.67982977293468,150.56534328030378,151.46009826660156,29243875
2012-03-23 00:00:00+05:30,152.99250892484855,154.16493812412776,151.82006599496086,153.04393005371094,26956646
2012-03-26 00:00:00+05:30,153.01304282642948,153.01304282642948,149.53687918598237,150.1745147705078,23135333
2012-03-27 00:00:00+05:30,151.7994825147002,151.96404384137614,149.1460838750554,150.36993408203125,27194700
2012-03-28 00:00:00+05:30,150.15397155900774,151.36753759131284,148.19991385261892,149.26950073242188,18072694
2012-03-29 00:00:00+05:30,147.68565449219741,150.09223127697535,147.68565449219741,149.05349731445312,23976904
2012-03-30 00:00:00+05:30,150.05110832247547,154.88483078655463,149.55745185232706,154.39117431640625,17276879
2012-04-02 00:00:00+05:30,154.13408376559946,154.44262426601685,152.0154783571441,152.32400512695312,11220694
2012-04-03 00:00:00+05:30,153.08503144242636,156.92115661048058,153.08503144242636,154.8231201171875,17515593
2012-04-04 00:00:00+05:30,153.23932830353894,155.70761110911894,152.92051730883605,153.6507110595703,11813695
2012-04-09 00:00:00+05:30,152.22117071763333,153.85641760435456,150.99732033974908,152.6531219482422,11411688
2012-04-10 00:00:00+05:30,153.44499082855754,153.65067529339066,151.82002863395522,152.75592041015625,8370104
2012-04-11 00:00:00+05:30,152.0051931592787,152.0051931592787,149.39291747461996,150.21568298339844,16304095
